T,L,E,Ms,Cv,chi_s,U,periodica,intento
1.4,16,-167.562571428572,0.06434654017857143,0.22538072661781286,0.2214400464080722,0.3103390861277513,False,8
1.3,16,-173.250228571428,0.07022823660714286,0.24085580212987778,0.2806815516458986,0.2967601100175583,False,8
1.2,16,-179.9398857142846,0.07491462053571428,0.29044493424039947,0.347713381629996,0.2964560699543123,False,8
1.1,16,-188.73228571428584,0.08459598214285714,0.360224202806157,0.4851087650742116,0.30500645013183225,False,8
1.0,16,-200.01022857142712,0.10579296875,0.5213462877423467,0.895575210379465,0.2514936781698972,False,8
0.9,16,-214.0061142857138,0.13816964285714287,0.6475958294123108,1.515418083900226,0.33379755586342863,False,8
0.8,16,-235.21439999999544,0.23177455357142857,0.8104393035714085,4.4523798628826565,0.4483528289559491,False,8
0.7,16,-251.1781142856933,0.33022265625,0.46985059118602923,5.011717488042084,0.5842380249365372,False,8
0.6,16,-259.88742857140846,0.41967745535714285,0.18692946074278577,0.4032613408801093,0.6602505005484394,False,8
1.4,16,-167.36954285714185,0.06617801339285714,0.2148858152267363,0.2268292022936407,0.3171519091876155,False,0
1.3,16,-172.96051428571354,0.07026953125,0.2400945577149444,0.2749588568853022,0.31674634927994993,False,0
1.2,16,-180.69931428571385,0.07853125,0.29842016861537524,0.38307398065476195,0.3006840130617775,False,0
1.1,16,-188.52422857142585,0.08601785714285715,0.36962225632484846,0.4823341303339517,0.32142473396492055,False,0
1.0,16,-199.73885714285652,0.10419029017857143,0.4904848609693886,0.8356658417570153,0.2567948419070263,False,0
0.9,16,-214.52948571428573,0.13748270089285713,0.6550198923533138,1.621342548805982,0.2952247076796404,False,0
0.8,16,-234.69325714285452,0.21528404017857142,0.7456542286353062,4.228332916035555,0.40342019937592555,False,0
0.7,16,-249.49457142855195,0.2893353794642857,0.5076520974333627,6.2048794960595846,0.519692099729522,False,0
0.6,16,-258.8576571428423,0.37232868303571426,0.25021963290107074,5.56935395820048,0.6115620580305592,False,0
1.4,16,-167.3864000000006,0.06507477678571429,0.22631012700436337,0.228034404837828,0.2898378558684557,False,5
1.3,16,-173.33285714285793,0.07074441964285715,0.25067438545312903,0.2754045405710361,0.3248816202648368,False,5
1.2,16,-179.929485714286,0.07618694196428571,0.29794596127408945,0.34987718371332893,0.3128773494384641,False,5
1.1,16,-188.7517142857135,0.08549386160714285,0.36461695664313964,0.469557990419179,0.32465571662332293,False,5
1.0,16,-199.13531428571486,0.10481529017857143,0.47696133387754003,0.7824436988998724,0.3245097232473242,False,5
0.9,16,-213.717771428571,0.12833370535714286,0.635387145360853,1.4670136518565762,0.2981595119573799,False,5
0.8,16,-233.65971428571126,0.20965011160714286,0.8298952282964843,3.948417047094228,0.3967589146433793,False,5
0.7,16,-249.89028571426627,0.3014849330357143,0.538062932111657,5.977681632539179,0.5407950899682548,False,5
0.6,16,-259.34045714284224,0.40220870535714287,0.23735240348656816,2.629525328975338,0.6436685633806403,False,5
1.4,16,-167.41999999999948,0.06578627232142857,0.21582719114431895,0.21649101898460288,0.3312675188240185,False,7
1.3,16,-173.35874285714118,0.06974665178571429,0.24824479769954205,0.282560574715463,0.30225697029371124,False,7
1.2,16,-180.50674285714203,0.07672712053571429,0.2957840718537577,0.35500305424904344,0.3071186133530964,False,7
1.1,16,-188.99337142857058,0.08604296875,0.3769042265137271,0.5171935354099025,0.2576587507549577,False,7
1.0,16,-199.6130285714286,0.1027578125,0.4801720155102487,0.7837759754464284,0.3047889063786242,False,7
0.9,16,-214.38485714285702,0.14259988839285714,0.677953369472807,1.6993302224170916,0.32182546011786517,False,7
0.8,16,-234.6319999999964,0.21433370535714286,0.8045713169642531,4.2222088851243615,0.40958712374328643,False,7
0.7,16,-251.747257142841,0.3496852678571429,0.43782476236455004,3.8438770389941572,0.6090684983759457,False,7
0.6,16,-259.89251428569867,0.4207639508928571,0.19285504673326337,0.3839850285661228,0.6604403942629898,False,7
1.4,16,-167.41405714285747,0.06507421875,0.20985356026133734,0.22002273317920928,0.31379923311034963,False,11
1.3,16,-173.21897142856994,0.07002287946428572,0.2581611503441549,0.27891505831779817,0.2886453055692748,False,11
1.2,16,-180.48679999999823,0.07641629464285714,0.29459085918896516,0.3536182076424321,0.30918189586370926,False,11
1.1,16,-188.7225714285695,0.08791629464285715,0.3658070182050154,0.5439608856099255,0.2809381590630734,False,11
1.0,16,-200.26257142857045,0.10393861607142857,0.4994998848852674,0.8276070978954082,0.28394271448172714,False,11
